Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens OX=9606	60S ribosomal protein L4 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	15	15	15	29720425	29720425	29720425	10C(57.0214), 12K(304.2071), 14K(304.2071), 15K(304.2071), 1K(304.2071), 2C(57.0214), 3C(57.0214), 4C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)			3900180.4980	14631.0039	13515.9070	41.0935	3.2584	0.0516	0.0000	237.2764	22.2630	278.1780	91.1652	137.7097	144.8489	2548.8375	234.8164	130.8164
sp|P36776|LONM_HUMAN	P36776	LONM_HUMAN	LONP1	959	Homo sapiens OX=9606	Lon protease homolog, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1976365	1976365	1976365	12M(15.9949), 16K(304.2071), 8K(304.2071), N-term(304.2071)			269972.6250	951.9365	748.3315	2.0040	0.3007	0.0000	0.0000	53.4884	17.7641	68.5909	32.8260	45.9743	55.8426	589.8233	83.8636	55.6762
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens OX=9606	Phosphoglucomutase-1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	1577189	1577189	1577189	11K(304.2071), 16C(57.0214), N-term(304.2071)			391067.3379	1202.0499	1476.4835	2.6531	0.4238	0.0000	0.0000	65.1159	3.4361	82.1950	22.8130	31.6303	67.9992	649.9327	44.3132	39.5413
sp|P36954|RPB9_HUMAN	P36954	RPB9_HUMAN	POLR2I	125	Homo sapiens OX=9606	DNA-directed RNA polymerase II subunit RPB9 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	 91948	 91948	 91948	N-term(304.2071)			8337.6465	16.6696	25.0566	0.0000	0.0000	0.0000	0.0000	2.5840	0.0000	3.2292	0.0000	1.7433	0.0000	22.1736	0.0000	2.1324
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	Homo sapiens OX=9606	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2374403	2374403	2374403	7K(304.2071), N-term(304.2071)			181374.2812	680.5360	708.2098	1.0091	0.2262	0.0000	0.0000	27.4530	3.4390	24.5611	5.6766	15.9973	17.6956	194.6475	31.5139	15.6804
sp|P37235|HPCL1_HUMAN	P37235	HPCL1_HUMAN	HPCAL1	193	Homo sapiens OX=9606	Hippocalcin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	359118	     0	359118	13K(304.2071), N-term(304.2071)			69852.8281	246.4905	487.1172	1.8246	0.3591	0.0000	0.0000	3.1569	1.4152	6.4448	5.7071	2.3998	3.5669	64.6972	5.3966	7.4992
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	Homo sapiens OX=9606	Transgelin-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	10	10	10	26981235	26981235	26981235	11K(304.2071), 14K(304.2071), 18C(57.0214), 18K(304.2071), 2M(15.9949), 4C(57.0214), 7M(15.9949), N-term(304.2071)			841140.0186	2798.4881	3637.4010	8.6245	1.4270	0.0000	0.0293	118.2544	10.6385	137.8710	56.9450	46.7436	69.0500	1374.7541	90.0719	48.3391
sp|P37837|TALDO_HUMAN	P37837	TALDO_HUMAN	TALDO1	337	Homo sapiens OX=9606	Transaldolase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	7434150	7434150	7434150	11K(304.2071), 12K(304.2071), 13K(304.2071), 5C(57.0214), 8M(15.9949), N-term(304.2071)			1064175.8984	4216.0040	4429.3040	11.1991	1.0465	0.0000	0.0000	40.2258	2.2814	100.4675	17.0052	43.3117	48.5698	969.4454	106.0381	39.4560
sp|P38117|ETFB_HUMAN	P38117	ETFB_HUMAN	ETFB	255	Homo sapiens OX=9606	Electron transfer flavoprotein subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2773471	2773471	2773471	10K(304.2071), N-term(304.2071)			483797.1562	1903.0414	1773.7712	5.8644	0.7217	0.0000	0.0000	96.3504	12.0513	84.3868	46.2970	38.6497	53.6440	695.7006	45.3301	24.2435
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	Homo sapiens OX=9606	RNA-binding motif protein, X chromosome 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	7	7	3	7	7465049	3151616	7465049	13K(304.2071), 14K(304.2071), 6K(304.2071), 8K(304.2071), N-term(304.2071)			1247645.3750	4514.0713	3651.5184	8.4828	0.6848	0.0791	0.0000	81.0446	10.6195	114.2915	32.1291	54.5192	59.9980	961.9714	98.4137	43.2999
sp|P38606|VATA_HUMAN	P38606	VATA_HUMAN	ATP6V1A	617	Homo sapiens OX=9606	V-type proton ATPase catalytic subunit A 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	12	12	8342754	8342754	8342754	12C(57.0214), 18K(304.2071), 1C(57.0214), 22C(57.0214), 24K(304.2071), 7K(304.2071), 8C(57.0214), 8K(304.2071), N-term(304.2071)			2010760.1094	7091.6699	7214.1022	20.3711	3.5946	0.0495	0.0476	257.7715	22.7588	213.6933	104.4496	167.7611	144.4024	1924.0838	193.4150	90.9513
sp|P38646|GRP75_HUMAN	P38646	GRP75_HUMAN	HSPA9	679	Homo sapiens OX=9606	Stress-70 protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	20	21	26	25	26	30102402	22782797	22782797	10K(304.2071), 12K(304.2071), 13K(304.2071), 13M(15.9949), 14K(304.2071), 16K(304.2071), 17K(304.2071), 21K(304.2071), 5C(57.0214), 6M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			5989036.1460	21146.5219	20114.6093	56.0617	7.6674	0.4674	0.3491	622.2914	83.7355	699.1219	250.8404	328.5578	403.3590	6500.6136	652.8354	268.9905
sp|P38919|IF4A3_HUMAN	P38919	IF4A3_HUMAN	EIF4A3	411	Homo sapiens OX=9606	Eukaryotic initiation factor 4A-III 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	7586780	2855452	2855452	8K(304.2071), N-term(304.2071), N-term(42.0106)			431659.8004	1678.1682	1073.3538	1.9722	0.6213	0.0000	0.0000	32.9938	5.4211	52.1942	19.3919	15.5585	15.9654	297.9561	25.8238	19.8940
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	Homo sapiens OX=9606	40S ribosomal protein S19 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	16950909	16950909	16950909	10K(304.2071), 7K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)			2687707.4238	9620.9740	5625.9872	23.7676	2.2100	0.0491	0.0000	320.7198	17.0634	317.4658	113.5994	174.7673	197.0800	3174.1647	355.0386	125.7505
sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	Homo sapiens OX=9606	60S ribosomal protein L3 	1:Experimental evidence at protein level	1.0000	0.9990	10	8	10	12	9	12	13645392	10806768	13645392	11C(57.0214), 12K(304.2071), 16M(15.9949), 24K(304.2071), 2C(57.0214), 3C(57.0214), 3M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)			4689977.5938	16975.2004	9154.7747	26.6392	1.4351	0.0681	0.0796	326.2643	35.0995	639.6442	150.8166	259.0152	351.8017	6573.3286	792.7339	197.5378
sp|P39656|OST48_HUMAN	P39656	OST48_HUMAN	DDOST	456	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	2957323	2957323	2957323	11K(304.2071), 7K(304.2071), N-term(304.2071)			1063250.6602	3470.6142	3668.2254	10.1923	1.6949	0.0938	0.0000	147.7375	18.9377	170.4914	59.7052	71.5815	99.2456	1493.1585	127.7645	74.5869
sp|P39748|FEN1_HUMAN	P39748	FEN1_HUMAN	FEN1	380	Homo sapiens OX=9606	Flap endonuclease 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1932563	1246918	1246918	10K(304.2071), N-term(304.2071)			389943.7812	1452.2090	1445.7602	5.6603	0.5255	0.0000	0.0000	61.6911	3.3796	72.2506	33.8311	38.4116	40.6329	418.6851	41.2852	24.5470
sp|P40121|CAPG_HUMAN	P40121	CAPG_HUMAN	CAPG	348	Homo sapiens OX=9606	Macrophage-capping protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	2754086	2754086	2754086	12K(304.2071), 6C(57.0214), 8M(15.9949), N-term(304.2071)			335540.5859	1666.2773	1208.7165	4.2684	0.3087	0.0000	0.0000	17.7735	4.0173	28.0766	12.6895	30.5759	22.5601	258.8687	95.5451	12.1951
sp|P40123|CAP2_HUMAN	P40123	CAP2_HUMAN	CAP2	477	Homo sapiens OX=9606	Adenylyl cyclase-associated protein 2 	1:Experimental evidence at protein level	1.0000	0.9906	1	1	1	1	1	1	4678397	1177063	1177063	24K(304.2071), 4M(15.9949), N-term(304.2071)			95703.4062	277.0214	333.5657	1.0590	0.0000	0.0000	0.0000	4.5022	0.0000	7.9245	0.0000	3.0512	4.6417	65.9830	8.4634	3.7641
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	Homo sapiens OX=9606	T-complex protein 1 subunit zeta 	1:Experimental evidence at protein level	1.0000	0.9990	12	6	12	12	6	12	10143534	8503439	10143534	10C(57.0214), 10K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 3M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)			3568576.1562	12395.7668	10445.4185	30.9980	5.1760	0.4077	0.0845	407.9240	16.9231	297.4503	140.5781	160.8280	198.6196	3193.2733	265.6498	140.5030
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens OX=9606	60S ribosomal protein L13a 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	4	3	4	15150694	7583051	15150694	11K(304.2071), 1C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			2285009.5156	7492.5225	5470.2743	17.6095	0.7576	0.0000	0.0000	45.1519	4.3749	83.5602	24.9718	41.0614	61.3598	976.3528	98.4664	37.5429
sp|P40616|ARL1_HUMAN	P40616	ARL1_HUMAN	ARL1	181	Homo sapiens OX=9606	ADP-ribosylation factor-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	454904	454904	454904	16K(304.2071), 9K(304.2071), N-term(304.2071)			83450.2295	251.0030	272.4208	0.0000	0.2759	0.0000	0.0000	3.2452	0.0000	11.5457	0.0000	3.7455	2.8127	88.7753	11.4120	6.1914
sp|P40763|STAT3_HUMAN	P40763	STAT3_HUMAN	STAT3	770	Homo sapiens OX=9606	Signal transducer and activator of transcription 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	565647	565647	565647	13K(304.2071), N-term(304.2071)			104214.6250	220.0939	392.8018	0.9632	0.2599	0.0000	0.0000	3.2865	0.0000	9.8925	0.0000	5.9112	7.7460	129.3520	8.9316	4.8134
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens OX=9606	Malate dehydrogenase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	7763828	7763828	7763828	5C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)			1819756.0000	6602.7070	3824.7321	9.0973	1.3624	0.0666	0.0000	133.3175	3.9653	167.8662	55.9194	62.7087	93.7808	1231.4176	100.7585	46.8073
sp|P40926|MDHM_HUMAN	P40926	MDHM_HUMAN	MDH2	338	Homo sapiens OX=9606	Malate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	12	12	12	30869702	30869702	30869702	10K(304.2071), 12K(304.2071), 19K(304.2071), 2C(57.0214), 8K(304.2071), 9C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)			4947906.6016	15588.8813	9932.0565	29.5694	1.4274	0.1163	0.0375	380.1988	37.0480	454.7521	156.6002	193.6009	272.5969	3702.9456	276.0603	165.5878
sp|P40939|ECHA_HUMAN	P40939	ECHA_HUMAN	HADHA	763	Homo sapiens OX=9606	Trifunctional enzyme subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1734098	1734098	1734098	8K(304.2071), N-term(304.2071)			445293.5000	1399.7725	1764.2019	5.6660	1.2530	0.0458	0.0000	21.6942	1.1656	44.1126	12.1269	12.5264	25.7842	446.5966	30.2333	17.3832
sp|P41091|IF2G_HUMAN	P41091	IF2G_HUMAN	EIF2S3	472	Homo sapiens OX=9606	Eukaryotic translation initiation factor 2 subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	2	7	7	2	7	3100562	1935046	3100562	14K(304.2071), 15K(304.2071), 16K(304.2071), 18K(304.2071), 28K(304.2071), 2C(57.0214), 6K(304.2071), 8K(304.2071), 9C(57.0214), N-term(304.2071)			948755.4028	3470.7154	4155.9818	12.1687	1.1642	0.0000	0.0000	65.9179	13.2055	103.0681	35.4084	53.4911	75.6073	790.2965	91.8409	50.9777
sp|P41223|BUD31_HUMAN	P41223	BUD31_HUMAN	BUD31	144	Homo sapiens OX=9606	Protein BUD31 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	515114	515114	515114	N-term(304.2071)			107441.3750	322.4889	164.5857	0.6232	0.2191	0.0000	0.0000	7.8415	1.2760	10.7931	3.7853	5.9631	4.2707	54.7203	5.0484	4.9574
sp|P41250|GARS_HUMAN	P41250	GARS_HUMAN	GARS1	739	Homo sapiens OX=9606	Glycine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	5233940	5233940	5233940	13K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)			1215680.4624	3807.0756	3617.9800	10.1222	0.9865	0.0000	0.0000	167.8670	14.3065	173.2260	69.2317	86.6435	121.8278	2044.3785	147.2300	102.4139
sp|P41252|SYIC_HUMAN	P41252	SYIC_HUMAN	IARS1	1262	Homo sapiens OX=9606	Isoleucine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1446004	1446004	1446004	16K(304.2071), 5C(57.0214), N-term(304.2071)			282582.8633	864.3181	951.5001	3.2683	0.0000	0.0000	0.0000	39.1374	3.3879	37.4121	13.8620	20.4015	24.7127	291.8400	22.8428	14.7904
sp|P42025|ACTY_HUMAN	P42025	ACTY_HUMAN	ACTR1B	376	Homo sapiens OX=9606	Beta-centractin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	2252812	147663	147663	15K(304.2071), 2M(15.9949), N-term(304.2071)			53032.4102	237.8960	285.6279	0.0000	0.3111	0.0000	0.0000	4.9682	0.0000	8.1642	1.9134	3.9194	7.1159	98.7936	5.6837	2.1230
sp|P42167|LAP2B_HUMAN	P42167	LAP2B_HUMAN	TMPO	454	Homo sapiens OX=9606	Lamina-associated polypeptide 2, isoforms beta/gamma 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	1261374	     0	1261374	12K(304.2071), N-term(304.2071)			218005.6328	765.7072	622.9991	1.4639	0.0000	0.0000	0.0000	23.1970	3.1489	32.1912	7.3980	11.4959	21.8172	215.5817	21.0028	11.9421
sp|P42224|STAT1_HUMAN	P42224	STAT1_HUMAN	STAT1	750	Homo sapiens OX=9606	Signal transducer and activator of transcription 1-alpha/beta 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	3772701	3772701	3772701	8K(304.2071), 9K(304.2071), N-term(304.2071)			1188454.4141	4391.4301	4084.2683	9.4540	2.0746	0.0523	0.0000	64.8218	8.3874	138.1366	21.6039	35.9164	69.6794	466.6352	40.7588	53.8487
sp|P42285|MTREX_HUMAN	P42285	MTREX_HUMAN	MTREX	1042	Homo sapiens OX=9606	Exosome RNA helicase MTR4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	1304186	1304186	1304186	N-term(304.2071)			272758.5312	1056.3649	589.0290	1.6376	0.3819	0.0000	0.0000	29.0938	0.0000	60.2658	12.7011	14.1892	40.0238	162.4283	16.2592	13.8937
sp|P42345|MTOR_HUMAN	P42345	MTOR_HUMAN	MTOR	2549	Homo sapiens OX=9606	Serine/threonine-protein kinase mTOR 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1007596	1007596	1007596	12K(304.2071), N-term(304.2071)			158333.3809	462.2385	631.1200	1.8618	0.4595	0.0000	0.0000	14.6780	5.3401	32.8222	8.9812	13.4935	20.8784	176.2165	41.1755	20.1151
sp|P42566|EPS15_HUMAN	P42566	EPS15_HUMAN	EPS15	896	Homo sapiens OX=9606	Epidermal growth factor receptor substrate 15 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	 99058	 99058	 99058	17K(304.2071), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|P42704|LPPRC_HUMAN	P42704	LPPRC_HUMAN	LRPPRC	1394	Homo sapiens OX=9606	Leucine-rich PPR motif-containing protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	553246	553246	553246	13K(304.2071), N-term(304.2071)			98385.6250	370.8279	481.5287	1.8093	0.2227	0.0000	0.0000	8.2091	1.3445	5.0497	2.6716	3.5625	4.3000	58.1046	7.9581	4.6404
sp|P42765|THIM_HUMAN	P42765	THIM_HUMAN	ACAA2	397	Homo sapiens OX=9606	3-ketoacyl-CoA thiolase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	856974	856974	856974	11K(304.2071), N-term(304.2071)			172909.2344	584.2228	529.3157	0.9396	0.3400	0.0000	0.0000	7.7721	0.0000	13.5154	2.4322	5.2281	10.0181	136.5994	6.3742	1.9893
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	Homo sapiens OX=9606	60S ribosomal protein L35 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	10667374	10667374	10667374	10K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)			1651888.2432	5136.9121	4753.8173	16.8896	2.0525	0.0865	0.0404	251.3560	46.0440	286.1237	132.1408	143.3401	205.5556	2046.9457	208.4212	247.7129
sp|P43034|LIS1_HUMAN	P43034	LIS1_HUMAN	PAFAH1B1	410	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	2318650	2318650	2318650	15K(304.2071), 16K(304.2071), 9K(304.2071), N-term(304.2071)			696336.3359	2776.7530	2180.7141	8.8445	1.4697	0.0000	0.0617	86.7593	7.6451	132.1963	44.1807	44.4416	59.8108	797.8425	68.3495	37.6422
sp|P43243|MATR3_HUMAN	P43243	MATR3_HUMAN	MATR3	847	Homo sapiens OX=9606	Matrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	13	13	2556831	2556831	2556831	13K(304.2071), 14K(304.2071), 17K(304.2071), 18K(304.2071), 2C(57.0214), 7K(304.2071), N-term(304.2071)			1270860.9922	4359.9217	4492.2064	14.4187	2.5279	0.2037	0.0381	169.8790	15.7469	190.2195	64.2238	63.6764	104.3041	1270.0697	116.7848	71.4217
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	Homo sapiens OX=9606	Glycerol-3-phosphate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	598935	598935	598935	13K(304.2071), N-term(304.2071)			126874.1133	339.7500	493.9838	1.6521	0.4388	0.0000	0.0000	10.5244	1.2049	18.4507	7.6693	10.9532	6.6986	173.9991	11.9621	9.5983
sp|P43307|SSRA_HUMAN	P43307	SSRA_HUMAN	SSR1	286	Homo sapiens OX=9606	Translocon-associated protein subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2874086	2874086	2874086	11K(304.2071), N-term(304.2071)			323607.8320	1061.6484	1244.3849	3.2321	0.7035	0.0000	0.0000	31.8564	5.5839	42.4779	12.9738	13.5197	21.6797	276.5800	25.1083	14.9636
sp|P43487|RANG_HUMAN	P43487	RANG_HUMAN	RANBP1	201	Homo sapiens OX=9606	Ran-specific GTPase-activating protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	4133091	4133091	4133091	11K(304.2071), 9K(304.2071), N-term(304.2071)			690593.6641	2597.6412	1629.0588	2.9858	0.2907	0.0000	0.0000	25.1380	3.8765	82.9590	13.7967	24.7980	38.7611	526.8829	50.5435	16.5901
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens OX=9606	Nicotinamide phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	756695	756695	756695	12K(304.2071), N-term(304.2071)			133044.9062	526.5047	562.0563	2.0896	0.0000	0.0000	0.0000	7.1410	1.2494	16.8847	0.0000	7.8081	12.5214	102.7640	18.1682	6.3944
sp|P43686|PRS6B_HUMAN	P43686	PRS6B_HUMAN	PSMC4	418	Homo sapiens OX=9606	26S proteasome regulatory subunit 6B 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	10	10	4635159	4635159	4635159	10K(304.2071), 14K(304.2071), 18K(304.2071), 19K(304.2071), 1K(304.2071), 9K(304.2071), N-term(304.2071)			1754800.7473	6268.9575	6845.1118	18.6549	2.5696	0.0000	0.0334	150.5116	11.1722	195.3120	61.3859	78.4199	92.5769	1673.1871	125.6666	79.1152
sp|P45880|VDAC2_HUMAN	P45880	VDAC2_HUMAN	VDAC2	294	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	10	10	10	10249977	10249977	10249977	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 18C(57.0214), 20K(304.2071), 22K(304.2071), 23K(304.2071), 2C(57.0214), 8K(304.2071), N-term(304.2071)			2525613.7910	9027.4735	11492.2693	29.3691	3.4363	0.0000	0.0000	56.7913	13.7126	129.2306	31.2254	72.8577	100.1838	1030.7874	127.1880	61.4600
sp|P45954|ACDSB_HUMAN	P45954	ACDSB_HUMAN	ACADSB	432	Homo sapiens OX=9606	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	273597	273597	273597	18K(304.2071), N-term(304.2071)			64948.5898	260.8989	291.9204	0.7591	0.0000	0.0000	0.0000	7.3582	0.0000	10.3938	2.6047	3.7917	3.6582	44.5303	7.5849	5.0289
sp|P45973|CBX5_HUMAN	P45973	CBX5_HUMAN	CBX5	191	Homo sapiens OX=9606	Chromobox protein homolog 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2317534	1630076	1630076	11K(304.2071), 8K(304.2071), N-term(304.2071)			309303.9453	1271.4605	1693.8242	6.1629	0.4156	0.0000	0.0000	19.3623	2.9104	43.9141	3.9513	11.0415	16.8185	181.4158	18.4781	13.6376
sp|P45974|UBP5_HUMAN	P45974	UBP5_HUMAN	USP5	858	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 5 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	14	14	14	3136026	3136026	3136026	12K(304.2071), 15K(304.2071), 19K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)			1317233.6411	4683.5592	4842.6653	14.8735	2.2037	0.0844	0.0878	218.0231	27.4747	298.9910	92.9957	119.4535	169.6292	1817.8108	241.4315	117.6292
sp|P45985|MP2K4_HUMAN	P45985	MP2K4_HUMAN	MAP2K4	399	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	189697	189697	189697	16K(304.2071), 2C(57.0214), N-term(304.2071)			38825.1758	102.3204	212.6624	0.0000	0.2326	0.0000	0.0259	3.1430	0.0000	10.3820	0.0000	2.6309	2.4753	42.5030	4.3218	3.6487
sp|P46060|RAGP1_HUMAN	P46060	RAGP1_HUMAN	RANGAP1	587	Homo sapiens OX=9606	Ran GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	4626662	4626662	4626662	10C(57.0214), 10K(304.2071), 11K(304.2071), 12K(304.2071), 7C(57.0214), N-term(304.2071)			671521.3516	2512.0300	3249.5444	9.2129	1.7946	0.0000	0.0000	49.8399	6.7618	122.9888	24.1982	39.1670	56.1839	606.9106	96.7378	62.2169
sp|P46087|NOP2_HUMAN	P46087	NOP2_HUMAN	NOP2	812	Homo sapiens OX=9606	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	319875	319875	319875	9K(304.2071), N-term(304.2071)			112399.1406	350.6395	389.5817	1.2832	0.3811	0.0000	0.0000	11.0747	1.6620	12.5259	0.0000	4.0906	10.1727	115.1423	8.6600	7.7673
sp|P46108|CRK_HUMAN	P46108	CRK_HUMAN	CRK	304	Homo sapiens OX=9606	Adapter molecule crk 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1307401	1307401	1307401	12K(304.2071), 16K(304.2071), 17K(304.2071), N-term(304.2071)			178388.5391	463.3420	762.0992	0.0000	0.0000	0.0000	0.0000	14.5374	0.0000	16.7121	3.1566	4.8209	9.4223	213.1103	11.7293	5.0075
sp|P46109|CRKL_HUMAN	P46109	CRKL_HUMAN	CRKL	303	Homo sapiens OX=9606	Crk-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1713854	1713854	1713854	9K(304.2071), N-term(304.2071)			234861.2578	956.7047	791.1475	2.6724	0.3608	0.0000	0.0000	28.8566	8.9734	40.7353	19.1939	24.0711	44.8001	221.6206	28.7588	41.8008
sp|P46379|BAG6_HUMAN	P46379	BAG6_HUMAN	BAG6	1132	Homo sapiens OX=9606	Large proline-rich protein BAG6 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	1570444	1570444	1570444	9K(304.2071), N-term(304.2071)			374143.8867	1283.5509	1307.1615	4.8356	0.3562	0.0000	0.0331	56.3151	7.3772	63.6650	21.0073	29.0105	56.2659	454.9481	43.9668	37.7738
